"Listing Number","Property Type","Short Address","List Price","Parcel ID","Sold Date","Sold Price","Sold Price/SqFt","SqFt - Living","SqFt - Total","Subdivision","Waterfront","Days On Market"
"RX-10680586","Residential","3475 S Ocean Boulevard 6100","425000.00","50434435020006100","2021-03-16","425000.00","304.65","1395.00","1435.00","LA BONNE VIE CONDO","Yes","7"
"RX-10655656","Residential","3360 S Ocean Boulevard 6cii","875000.00","50434435190020063","2021-03-16","825000.00","474.13","1740.00","1740.00","THIRTY-THREE SIXTY CONDO","Yes","139"
"RX-10687464","Residential","2000 S Ocean Boulevard 201s","2495000.00","50434411050022010","2021-03-19","2230000.00","683.62","3262.00","3262.00","TWO THOUSAND COND AT SLOANS CURVE DECL FILED 12-21-81","Yes","9"
"RX-10687887","Residential","2505 S Ocean Boulevard 409","303000.00","5043442301000409","2021-03-11","303000.00","271.50","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDOMINIUM","Yes","9"
"RX-10682834","Residential","2660 S Ocean Boulevard 702-S","1300000.00","50434423080027020","2021-03-22","1320000.00","694.73","1900.00","2300.00","BEACH POINT COND DECL FILED 5-31-79","No","40"
"RX-10669732","Residential","3100 S Ocean Boulevard 303n","1795000.00","50434426090013030","2021-03-22","1580000.00","533.78","2960.00","3238.00","PALM BEACH HAMPTON CONDO","Yes","88"
"RX-10693375","Residential","3400 S Ocean Boulevard 2dii","1699000.00","50434435130020024","2021-03-23","1700000.00","802.26","2119.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","3"
"RX-10598023","Residential","3250 S Ocean Boulevard 110n","499000.00","50434426030011100","2021-03-19","455000.00","277.43","1640.00","1640.00","DORCHESTER","Yes","386"
"RX-10686780","Residential","2185 Ibis Isle Road 8","599000.00","50434415260000080","2021-03-19","575000.00","441.62","1302.00","1598.00","CHATEAU CHANTILLY IBIS ISLE CONDO","Yes","11"
"RX-10777972","Residential","2660 S Ocean Boulevard 602n","2495000.00","50434423080016020","2022-07-06","2350000.00","1236.84","1900.00","2280.00","BEACH POINT CONDO","Yes","42"
"RX-10697307","Residential","3400 S Ocean Boulevard 2ai","625000.00","50434435130010021","2021-03-29","610000.00","350.57","1740.00","1740.00","ATRIUMS OF PALM BEACH CONDO","No","4"
"RX-10650496","Residential","3400 S Ocean Boulevard 4c I","699000.00","50434434130010043","2021-04-06","699000.00","401.72","1740.00","1740.00","Atriums of Palm Beach","Yes","139"
"RX-10698107","Residential","2773 S Ocean Boulevard 4020","420000.00","50434423040004020","2021-05-24","420000.00","302.37","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","23"
"RX-10694776","Residential","3250 S Ocean Boulevard 507 S","775000.00","50434426030025070","2021-05-25","775000.00","524.35","1478.00","1478.00","DORCHESTER OF PALM BEACH CONDO","Yes","28"
"RX-10711027","Residential","3100 S Ocean Boulevard 506s","1295000.00","50434426090025060","2021-05-24","1295000.00","577.09","2244.00","2566.00","PALM BEACH HAMPTON CONDO","Yes","21"
"RX-10689072","Residential","3440 S Ocean Boulevard 107s","325000.00","50434435180021070","2021-05-14","298000.00","204.38","1458.00","1700.00","HALCYON OF PALM BEACH","Yes","66"
"RX-10700074","Residential","3474 S Ocean Boulevard 9","869000.00","504344351500000090","2021-05-27","755000.00","510.82","1478.00","1988.00","OCEAN CAY","Yes","31"
"RX-10689828","Residential","3170 S Ocean Boulevard 205n","975000.00","50434426080012050","2021-05-27","975000.00","330.50","2950.00","3550.00","Enclave","Yes","57"
"RX-10700213","Residential","2778 S Ocean Boulevard 208n","699900.00","50434423100012080","2021-05-28","710000.00","460.44","1542.00","1542.00","SUTTON PLACE CONDO","Yes","49"
"RX-10631317","Residential","2840 S Ocean Boulevard 117","235000.00","50434423150001170","2021-05-25","220000.00","232.80","945.00","1010.00","ROYAL SAXON","Yes","307"
"RX-10692533","Residential","2778 S Ocean Boulevard 401s","619997.00","50434423100024010","2021-05-28","617500.00","400.45","1542.00","1542.00","SUTTON PLACE CONDO","Yes","43"
"RX-10661713","Residential","2773 S Ocean Boulevard 305","399000.00","50434423040003050","2021-05-28","380000.00","273.57","1389.00","1500.00","CARLYLE HOUSE CONDO","Yes","227"
"RX-10680419","Residential","3200 S Ocean Boulevard A303","579000.00","50434426020013030","2021-05-28","572100.00","332.80","1719.00","2086.00","THIRTY TWO HUNDRED CONDO","Yes","115"
"RX-10712014","Residential","3000 S Ocean Boulevard 404","3995000.00","50434426110144040","2021-05-28","3725000.00","978.20","3808.00","3808.00","BELLARIA CONDO","Yes","23"
"RX-10707336","Residential","3360 S Ocean Boulevard 6 C I","1024000.00","50434435190010063","2021-06-02","1150000.00","660.91","1740.00","1960.00","THIRTY-THREE SIXTY CONDO","Yes","4"
"RX-10662870","Residential","3140 S Ocean Boulevard 301s","1100000.00","50434426050023010","2021-05-25","1100000.00","434.26","2533.00","3080.00","CARLTON PLACE CONDO","Yes","183"
"RX-10713952","Residential","3360 S Ocean 4 C Ii Boulevard 4c-Ii","1050000.00","50434435190020043","2021-06-01","1025000.00","589.08","1740.00","1740.00","THIRTY-THREE SIXTY CONDO","Yes","8"
"RX-10692837","Residential","2660 S Ocean Boulevard 501w","3750000.00","50434423080035010","2021-05-28","3050000.00","744.99","4094.00","2887.00","BEACH POINT CONDO","Yes","34"
"RX-10598442","Residential","2720 S Ocean Boulevard 123","294500.00","50434423170001230","2021-06-02","400000.00","345.42","1158.00","1256.00","TWENTY SEVEN HUNDRED S OCEAN EDGEWATER H","Yes","147"
"RX-10657186","Residential","2774 S Ocean Boulevard 608","769000.00","50434423110006080","2021-06-04","750000.00","579.59","1294.00","1294.00","AMBASSADOR SOUTH DEV CORP","Yes","239"
"RX-10679167","Residential","3390 S Ocean Boulevard 202","725000.00","50434435240002020","2021-06-01","715000.00","417.15","1714.00","1714.00","EMERAUDE CONDO","Yes","70"
"AX-10744312","Residential","3120 S Ocean Boulevard 1-101","1050000.00","50434426070011010","2021-05-04","1000000.00","389.11","2570.00","2570.00","THIRTY ONE TWENTY CONDO","Yes","559"
"RX-10691349","Residential","3250 S Ocean 309 S Boulevard 309s","899000.00","50434426030023090","2021-06-02","850000.00","486.27","1748.00","1748.00","DORCHESTER OF PALM BEACH CONDO","Yes","50"
"RX-10683910","Residential","2780 S Ocean Boulevard 812","899000.00","50434423120008120","2021-06-08","810000.00","602.67","1344.00","1344.00","AMBASSADOR II CORP","Yes","83"
"RX-10660981","Residential","3200 S Ocean Boulevard C402","479000.00","50434426020034020","2021-06-07","470000.00","344.07","1366.00","1366.00","THIRTY TWO HUNDRED CONDO","Yes","152"
"RX-10671933","Residential","3475 S Ocean Boulevard 210","360000.00","50434435020002100","2021-02-26","355000.00","254.48","1395.00","1395.00","LA BONNE VIE CONDO","Yes","69"
"RX-10715395","Residential","2860 S Ocean Boulevard 311","274800.00","50434423030003110","2021-06-14","270000.00","228.81","1180.00","1300.00","LA PALMA CONDO","Yes","1"
"RX-10686708","Residential","3030 S Ocean Boulevard 330","249000.00","50434426100003300","2021-06-14","245000.00","286.88","854.00","1055.00","PALMBEACHER APTS INC","Yes","50"
"RX-10668436","Residential","3170 S Ocean Boulevard N705","1575000.00","50434426080017050","2021-06-16","1188000.00","402.71","2950.00","2950.00","ENCLAVE OF PALM BEACH CONDO","Yes","153"
"RX-10672023","Residential","2160 Ibis Isle Road 6","849000.00","50434415230000060","2021-06-15","825000.00","611.11","1350.00","1400.00","CHATEAU CHEVERNY IBIS ISLE CONDO","Yes","125"
"RX-10713646","Residential","2778 S Ocean Boulevard 201s","630000.00","50434423100022010","2021-06-14","675000.00","437.74","1542.00","1542.00","SUTTON PLACE CONDO","Yes","0"
"RX-10666818","Residential","2170 Ibis Isle Road 2","725000.00","50434415210000020","2021-06-15","690000.00","590.75","1168.00","1350.00","Villa Serein of Ibis Isle","Yes","144"
"RX-10713193","Residential","2000 S Ocean Boulevard 503s","1695000.00","50434411050025030","2021-06-21","1574000.00","631.11","2494.00","2494.00","TWO THOUSAND CONDO","Yes","10"
"RX-10678892","Residential","3250 S Ocean Boulevard 206s","670000.00","50434426030022060","2021-06-22","670000.00","383.29","1748.00","1748.00","DORCHESTER OF PALM BEACH CONDO","Yes","148"
"RX-10707599","Residential","2275 S Ocean Boulevard 302a","1000000.00","50434414010033020","2021-06-24","950000.00","588.59","1614.00","1800.00","REEF COND","Yes","40"
"RX-10716176","Residential","3475 S Ocean Boulevard 712","325000.00","50434435020007120","2021-06-24","273000.00","306.39","891.00","891.00","LA BONNE VIE CONDO","Yes","12"
"RX-10710876","Residential","2773 S Ocean Boulevard 2150","440000.00","50434423040002150","2021-06-25","422500.00","304.17","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","33"
"RX-10657278","Residential","2774 S Ocean Boulevard 509","595000.00","50434423110005090","2021-06-25","565000.00","436.63","1294.00","1294.00","AMBASSADOR SOUTH DEV CORP","Yes","230"
"RX-10696409","Residential","2784 S Ocean Boulevard 108-N","1395000.00","50434423050011080","2021-06-28","1495000.00","802.46","1863.00","2400.00","The Cove Palm Beach","Yes","6"
"RX-10723675","Residential","3450 S Ocean Boulevard 626","399000.00","50434435030006260","2021-06-28","399000.00","308.82","1292.00","1292.00","The Patrician of Palm Beach","Yes","1"
"RX-10714543","Residential","3440 S Ocean Boulevard 306n","685000.00","50434435180013060","2021-06-28","650000.00","445.81","1458.00","1458.00","HALCYON OF PALM BEACH","Yes","2"
"RX-10681493","Residential","3390 S Ocean Boulevard 105","497000.00","50434435240001050","2021-06-29","475000.00","277.12","1714.00","1714.00","EMERAUDE CONDO","Yes","109"
"RX-10674551","Residential","3250 S Ocean Boulevard 203s","1395000.00","50434426030022030","2021-06-29","1345000.00","707.89","1900.00","2335.00","Dorchester of Palm Beach","Yes","157"
"RX-10609741","Residential","3000 S Ocean Boulevard 202","2675000.00","50434426110142020","2021-06-30","2550000.00","996.09","2560.00","3260.00","BELLARIA CONDO","Yes","426"
"RX-10699235","Residential","2784 S Ocean Boulevard 304n","660000.00","50434423050013040","2021-06-29","712500.00","462.36","1541.00","1971.00","COVE CONDO","Yes","42"
"RX-10667075","Residential","2100 S Ocean Boulevard 103n","999000.00","50434414020011030","2021-07-01","960000.00","402.51","2385.00","2494.00","TWENTY ONE HUNDRED CONDO","Yes","110"
"RX-10704251","Residential","2150 Ibis Isle Road 4","865000.00","50434415240000040","2021-07-01","870000.00","585.46","1486.00","1486.00","TOWER VALLANDRY IBIS ISLE CONDO PA","No","52"
"RX-10701937","Residential","3390 S Ocean Boulevard 404","1750000.00","50434435240004040","2021-07-02","1600000.00","745.92","2145.00","2145.00","EMERAUDE CONDO","Yes","80"
"RX-10652435","Residential","2295 S Ocean Boulevard 811","435000.00","50434414040008110","2021-07-02","445000.00","285.43","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEA BLVD CORP 2295 S Ocean Blvd","Yes","178"
"RX-10714367","Residential","3440 S Ocean Boulevard 302n","2495000.00","50434435180013020","2021-07-02","2399000.00","1125.76","2131.00","2700.00","HALCYON OF PALM BEACH","Yes","20"
"RX-10721111","Residential","3100 S Ocean Boulevard 306n","2000000.00","50434426090013060","2021-07-06","1950000.00","868.98","2244.00","2244.00","PALM BEACH HAMPTON CONDO","Yes","15"
"RX-10716340","Residential","3475 S Ocean Boulevard 211","284900.00","50434435020002110","2021-07-12","279000.00","313.13","891.00","951.00","LA BONNE VIE CONDO","Yes","10"
"RX-10721392","Residential","2773 S Ocean Boulevard 311","390000.00","50434423040003110","2021-07-12","387500.00","278.97","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","2"
"RX-10684006","Residential","3450 S Ocean Boulevard 208","499000.00","50434435030002080","2021-07-09","490000.00","327.54","1496.00","1550.00","PATRICIAN OF PALM BEACH CONDO","Yes","71"
"RX-10700210","Residential","3450 S Ocean Boulevard 727","320000.00","50434435030007270","2021-07-14","299999.99","352.11","852.00","852.00","PATRICIAN OF PALM BEACH CONDO","Yes","87"
"RX-10657383","Residential","2780 S Ocean Boulevard 309","459000.00","50434423120003090","2021-07-12","445000.00","343.89","1294.00","1394.00","AMBASSADOR II CORP","Yes","228"
"AX-11057532","Residential","2545 S Ocean Boulevard 2060","295000.00","50434423020002060","2021-07-15","280000.00","305.01","918.00","918.00","PALM BEACH WHITEHOUSE","Yes","13"
"RX-10713532","Residential","2778 S Ocean Boulevard 306s","599000.00","50434423100023060","2021-07-16","581150.00","326.48","1780.00","1780.00","SUTTON PLACE CONDO","Yes","23"
"RX-10710061","Residential","3400 S Ocean Boulevard 4h I","1000000.00","504344351300110048","2021-07-15","1000000.00","471.92","2119.00","2119.00","ATRIUMS","Yes","6"
"RX-10725894","Residential","2774 S Ocean Boulevard 701","1050000.00","50434423110007010","2021-07-16","1050000.00","781.25","1344.00","1344.00","AMBASSADOR SOUTH DEV CORP","Yes","0"
"RX-10675254","Residential","2773 S Ocean Boulevard 0415","374900.00","50434423040004150","2021-07-19","374900.00","269.90","1389.00","1500.00","CARLYLE HOUSE","Yes","183"
"RX-10718804","Residential","3440 S Ocean Boulevard 107 N","475000.00","50434435180011070","2021-07-20","478500.00","328.18","1458.00","1700.00","HALCYON OF PALM BEACH","Yes","21"
"RX-10676757","Residential","2243 Ibis Isle Road E","5250000.00","50434415010000450","2021-07-21","4775000.00","1344.31","3552.00","4774.00","Ibis Isle","Yes","142"
"RX-10651903","Residential","2760 S Ocean Boulevard 315","435000.00","50434423160003150","2021-07-23","412000.00","339.93","1212.00","1150.00","REGENCY OF PALM BEACH INC","Yes","196"
"RX-10710227","Residential","2840 S Ocean Boulevard 4060","280000.00","50434423150004060","2021-06-07","250000.00","264.27","946.00","1011.00","ROYAL SAXON INC","Yes","2"
"RX-10720616","Residential","2784 South Ocean Boulevard 503n","799000.00","50434423050015030","2021-07-29","810000.00","488.24","1659.00","2001.00","Cove","Yes","3"
"AX-10996590","Residential","3475 S Ocean Boulevard 708","699000.00","50434435020007080","2021-07-30","685000.00","470.47","1456.00","1636.00","La Bonne Vie","Yes","111"
"RX-10691508","Residential","2784 S Ocean Boulevard 201e","995000.00","50434423050032010","2021-07-30","995000.00","492.33","2021.00","2900.00","COVE CONDO","Yes","76"
"RX-10720104","Residential","3250 S Ocean Boulevard 107s","699000.00","50434426030021070","2021-08-02","715000.00","483.76","1478.00","1478.00","DORCHESTER OF PALM BEACH CONDO","Yes","34"
"RX-10718137","Residential","2774 S Ocean Boulevard 508","550000.00","50434423110005080","2021-08-02","535000.00","413.44","1294.00","1450.00","Ambassador South Dev Coop","Yes","22"
"RX-10721853","Residential","3360 S Ocean Boulevard 1d2","795000.00","504344351990020014","2021-07-30","760000.00","35.98","21119.00","2119.00","THIRTY THREE SIXTY CONDO","Yes","12"
"RX-10716062","Residential","2860 S Ocean Boulevard 104","248800.00","50434423030001040","2021-08-04","222500.00","219.86","1012.00","1200.00","LA PALMA CONDO","Yes","31"
"RX-10723375","Residential","2778 S Ocean Boulevard 102n","749900.00","50434423100011020","2021-08-02","775000.00","423.49","1830.00","1830.00","SUTTON PLACE CONDO","Yes","25"
"RX-10688913","Residential","2160 Ibis Isle Road 4","749000.00","50434415230000040","2021-09-09","725000.00","492.19","1473.00","1473.00","CHATEAU CHEVERNY IBIS ISLE CONDO","Yes","177"
"RX-10689212","Residential","3440 S Ocean Boulevard 601n","1699999.00","50434435180016010","2021-08-16","1535000.00","738.69","2078.00","2078.00","HALCYON OF PALM BEACH","Yes","112"
"RX-10646278","Residential","2780 S Ocean Boulevard 308","489000.00","50434423120003080","2021-08-18","385000.00","297.52","1294.00","1394.00","AMBASSADOR II CORP","Yes","163"
"RX-10732023","Residential","2773 S Ocean Boulevard 3040","575000.00","50434423040003040","2021-08-20","570000.00","410.36","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","8"
"RX-10727342","Residential","2840 S Ocean Boulevard 5160","278000.00","50434423150005160","2021-08-23","250000.00","345.30","724.00","784.00","ROYAL SAXON","Yes","13"
"RX-10725059","Residential","3390 S Ocean Boulevard 305","998000.00","50434435240003050","2021-08-26","940000.00","548.42","1714.00","2214.00","EMERAUDE CONDO","Yes","35"
"RX-10704749","Residential","2285 Ibis Isle Road E","4500000.00","50434415010000400","2021-08-25","3200000.00","1104.59","2897.00","3628.00","IBIS ISLE","Yes","116"
"RX-10718685","Residential","2778 S Ocean Boulevard 404n","1295000.00","50434423100014040","2021-08-30","1345000.00","593.55","2266.00","2266.00","SUTTON PLACE CONDO","Yes","17"
"RX-10720450","Residential","2760 S Ocean Boulevard 111","399500.00","50434423160001110","2021-08-30","399500.00","452.43","883.00","1200.00","REGENCY OF PALM BEACH INC","Yes","17"
"RX-10733634","Residential","3200 S Ocean Boulevard A-104","415000.00","504326020011040","2021-08-27","390000.00","264.22","1476.00","1947.00","Thirty Two Hundred Condo","Yes","3"
"RX-10696979","Residential","2505 S Ocean Boulevard 4050","329900.00","50434423010004050","2021-08-31","385000.00","344.98","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","6"
"RX-10731545","Residential","2505 S Ocean Boulevard 5110","379000.00","50434423010005110","2021-08-31","440000.00","394.26","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","1"
"RX-10730069","Residential","2180 Ibis Isle Road 5","799000.00","50434415200000050","2021-08-30","775000.00","526.13","1473.00","1400.00","CHATEAU CHAUMONT IBIS ISLE CONDO","Yes","14"
"RX-10723813","Residential","2760 S Ocean Boulevard 310","525000.00","50434423160003100","2021-09-01","500000.00","400.00","1250.00","1425.00","REGENCY OF PALM BEACH INC","Yes","31"
"RX-10677700","Residential","3440 S Ocean Boulevard 105s","435000.00","50434435180021050","2021-09-03","435000.00","230.64","1886.00","2600.00","HALCYON OF PALM BEACH","Yes","55"
"RX-10727693","Residential","3120 S Ocean Boulevard 1-403","2750000.00","50434426070014030","2021-09-08","2500000.00","868.96","2877.00","3500.00","THIRTY ONE TWENTY CONDO","Yes","48"
"RX-10732366","Residential","2600 S Ocean Boulevard 403s","725000.00","50434423060024030","2021-09-08","725000.00","484.94","1495.00","1600.00","TWENTY SIX HUNDRED COND","Yes","3"
"RX-10722697","Residential","3460 S Ocean Boulevard 615","375000.00","50434435060006150","2021-09-09","362500.00","255.28","1420.00","1420.00","CLARIDGES","Yes","9"
"RX-10736055","Residential","2505 S Ocean Boulevard 3090","365000.00","50434423010003090","2021-09-14","365000.00","327.06","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","23"
"RX-10740076","Residential","3230 S Ocean Boulevard C505","329000.00","50434426010005050","2021-09-15","329000.00","279.76","1176.00","1176.00","LA RENAISSANCE","Yes","11"
"RX-10728368","Residential","3120 S Ocean 2 603 Boulevard 2-603","1495000.00","50434426070026030","2021-09-15","1400000.00","486.61","2877.00","2877.00","Thirty One Twenty Condo","Yes","34"
"RX-10736580","Residential","2774 S Ocean Boulevard 410","825000.00","50434423110004100","2021-09-21","750000.00","579.59","1294.00","1294.00","2774 SOUTH OCEAN INC CO-OP","Yes","20"
"RX-10738342","Residential","2545 S Ocean Boulevard 3050","150000.00","50434423020003050","2021-09-15","120000.00","177.77","675.00","675.00","PALM BEACH WHITEHOUSE COND PT OF LT 145 PALM BEACH EST (PB8P3) & WLY EXTENSION OF LT","Yes","4"
"RX-10729258","Residential","2580 S Ocean Boulevard R26b","3100000.00","50434423090030110","2021-08-26","2750000.00","1096.05","2509.00","3000.00","PALM BEACH STRATFORD CONDO","Yes","6"
"RX-10741273","Residential","2778 S Ocean Boulevard 204n","1395000.00","50434423100012040","2021-09-27","1395000.00","615.62","2266.00","2266.00","Sutton Place","Yes","2"
"RX-10732446","Residential","2100 S Ocean Boulevard 102-S","3150000.00","50434414020021020","2021-09-28","2691000.00","1082.02","2487.00","2772.00","TWENTY ONE HUNDRED CONDO","Yes","28"
"RX-10712796","Residential","2295 S Ocean Boulevard 821","469000.00","50434414040008210","2021-09-28","469000.00","451.83","1038.00","1038.00","Harbour House","Yes","89"
"RX-10728355","Residential","3440 S Ocean Boulevard 203n","1995000.00","50434435180012030","2021-09-30","1905000.00","893.94","2131.00","2900.00","HALCYON OF PALM BEACH","Yes","22"
"RX-10734597","Residential","3200 S Ocean Boulevard C103","499000.00","50434426020031030","2021-09-30","470000.00","318.42","1476.00","1596.00","THIRTY TWO HUNDRED CONDO","Yes","21"
"RX-10740545","Residential","3360 S Ocean Boulevard 2cii","1100000.00","50434435190020023","2021-10-05","971450.00","558.30","1740.00","1740.00","THIRTY-THREE SIXTY CONDO","Yes","1"
"RX-10735946","Residential","3475 S Ocean Boulevard 3030","399000.00","50434435020003030","2021-10-05","400999.00","287.45","1395.00","1455.00","LA BONNE VIE CONDO","Yes","30"
"RX-10726029","Residential","2780 S Ocean 304 Boulevard 304","749999.00","50434423120003040","2021-10-08","740000.00","571.87","1294.00","1294.00","AMBASSADOR II CORP","Yes","56"
"RX-10739019","Residential","2295 S Ocean Boulevard 515","650000.00","50434414040005150","2021-10-13","650000.00","416.93","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP","Yes","1"
"RX-10689652","Residential","2840 S Ocean Boulevard 5090","199900.00","50434423150005090","2021-09-20","197500.00","272.79","724.00","784.00","ROYAL SAXON INC","Yes","176"
"RX-10725666","Residential","3400 S Ocean Boulevard 4bii","1400000.00","50434435130020042","2021-08-23","1300000.00","613.49","2119.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","31"
"RX-10695532","Residential","2295 S Ocean Boulevard 420","425000.00","50434414040004200","2021-08-18","425000.00","386.36","1100.00","1100.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","19"
"RX-10659162","Residential","3170 S Ocean Boulevard N504","1200000.00","50434426080015040","2021-06-08","1000000.00","425.53","2350.00","2350.00","ENCLAVE OF PALM BEACH CONDO","Yes","182"
"FX-10095181","Residential","3000 S Ocean Bl 304","3795000.00","50434426110143040","2021-09-09","3650000.00","958.51","3808.00","4358.00","BELLARIA","Yes","1341"
"RX-10728375","Residential","2185 Ibis Isle Road 11","625000.00","50434415260000110","2021-10-22","600000.00","","0.00","1168.00","CHATEAU CHANTILLY IBIS ISLE CONDO","Yes","11"
"RX-10715436","Residential","2660 S Ocean Boulevard 102n","1339000.00","50434423080011020","2021-06-28","1339000.00","704.73","1900.00","1900.00","BEACH POINT CONDO","No","4"
"RX-10744295","Residential","3400 S Ocean Boulevard 6aii","1100000.00","50434435130020061","2021-10-26","1050000.00","603.44","1740.00","1740.00","ATRIUMS OF PALM BEACH CONDO","Yes","11"
"RX-10723531","Residential","3440 S Ocean Boulevard 402s","2900000.00","50434435180024020","2021-10-25","2900000.00","1360.86","2131.00","2900.00","HALCYON OF PALM BEACH","Yes","40"
"RX-10742047","Residential","2850 S Ocean Boulevard 513","360000.00","50434423140005130","2021-10-28","340000.00","396.27","858.00","858.00","PALM WORTH INC","Yes","31"
"RX-10716670","Residential","3450 S Ocean Boulevard 4140","275000.00","50434435030004140","2021-10-29","255000.00","252.97","1008.00","1008.00","PATRICIAN OF PALM BEACH","Yes","9"
"RX-10745742","Residential","2505 S Ocean Boulevard 5090","375000.00","50434423010005090","2021-10-29","425000.00","380.82","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","6"
"RX-10747465","Residential","2773 S Ocean Boulevard 5150","595000.00","50434423040005150","2021-11-02","575000.00","413.96","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","8"
"RX-10710185","Residential","3140 S Ocean Boulevard 302s","799000.00","50434426050023020","2021-11-02","725000.00","326.57","2220.00","2550.00","CARLTON PLACE CONDO","Yes","128"
"RX-10732482","Residential","2560 S Ocean Boulevard 510","279000.00","50434423200005100","2021-11-03","275000.00","591.39","465.00","465.00","2560 SOUTH OCEAN BOULEVARD CONDO","Yes","89"
"RX-10731999","Residential","3390 S Ocean Boulevard 304","1795000.00","50434435240003040","2021-11-04","1550000.00","722.61","2145.00","2878.00","Emeraude Condo","Yes","62"
"RX-10751283","Residential","2560 S Ocean Boulevard 612","299999.00","50434423200006120","2021-11-08","280000.00","602.15","465.00","465.00","2560 SOUTH OCEAN BOULEVARD CONDO","Yes","0"
"RX-10718144","Residential","2258 Ibis Isle Road E","4100000.00","50434415010000310","2021-11-09","3950000.00","1255.56","3146.00","3838.00","IBIS ISLE","No","139"
"RX-10750174","Residential","3400 S Ocean Boulevard 5fi (5fn)","2100000.00","50434435130010056","2021-11-12","1825000.00","861.25","2119.00","2119.00","ATRIUMS OF PALM BEACH CONDO","Yes","12"
"RX-10710265","Residential","3100 S Ocean Boulevard 305s","1798000.00","50434426090023050","2021-11-15","1798000.00","617.23","2913.00","3191.00","PALM BEACH HAMPTON CONDO","Yes","22"
"RX-10743780","Residential","2773 S Ocean Boulevard 217","495000.00","50434423040002170","2021-11-17","495000.00","356.37","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","0"
"RX-10725746","Residential","2860 S Ocean Boulevard 505","749500.00","50434423030005050","2021-11-17","749500.00","535.35","1400.00","1538.00","LA PALMA","Yes","89"
"RX-10739870","Residential","2295 S Ocean 311 Boulevard 311","525000.00","50434414040003110","2021-11-19","525000.00","336.75","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","12"
"RX-10747913","Residential","2275 S Ocean 207 N Boulevard 207 N","1400000.00","50434414010012070","2021-11-19","1400000.00","867.41","1614.00","1614.00","REEF CONDO","Yes","14"
"RX-10722292","Residential","2860 S Ocean Boulevard 206","795000.00","50434423030002060","2021-11-22","750000.00","449.64","1668.00","1800.00","La Palma","Yes","98"
"RX-10750062","Residential","2600 S Ocean Boulevard 306s","950000.00","50434423060023060","2021-11-30","1000000.00","668.89","1495.00","1495.00","TWENTY SIX HUNDRED CONDO","Yes","6"
"RX-10748881","Residential","2840 S Ocean Boulevard 3220","300000.00","50434423150003220","2021-12-01","275000.00","379.83","724.00","824.00","ROYAL SAXON INC","Yes","28"
"FX-10308075","Residential","3475 S Ocean Boulevard 511","329900.00","50434435020005110","2021-12-07","325000.00","364.76","891.00","","LA BONNE VIE CONDO","Yes","2"
"RX-10755044","Residential","3100 S Ocean 407 S Boulevard 407 S","2250000.00","50434426090024070","2021-12-07","1950000.00","744.84","2618.00","2618.00","PALM BEACH HAMPTON CONDO","Yes","23"
"RX-10746094","Residential","3170 S Ocean Boulevard 704n","945000.00","50434426080017040","2021-12-07","940000.00","400.00","2350.00","2350.00","ENCLAVE OF PALM BEACH CONDO","Yes","27"
"RX-10712924","Residential","2778 S Ocean Boulevard 407s","975000.00","50434423100024070","2021-12-07","963000.00","526.22","1830.00","1830.00","SUTTON PLACE CONDO","Yes","11"
"RX-10740841","Residential","2760 S Ocean Boulevard 508","769000.00","50434423160005080","2021-12-08","742500.00","594.00","1250.00","1350.00","Regencty","Yes","48"
"RX-10744694","Residential","3230 S Ocean Boulevard C106","259000.00","50434426010001060","2021-12-10","259000.00","220.23","1176.00","1176.00","LA RENAISSANCE","Yes","21"
"RX-10754516","Residential","2155 Ibis Isle Road 2","1450000.00","50434415290000020","2021-12-14","1450000.00","975.77","1486.00","1486.00","Tower Vallencay","Yes","8"
"RX-10756197","Residential","2295 S Ocean Boulevard 222","525000.00","50434414040002220","2021-12-15","525000.00","336.75","1559.00","1669.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD CORP 2295 S OCEAN BLVD","Yes","0"
"RX-10757867","Residential","2505 S Ocean Boulevard #205","419000.00","50434423010002050","2021-12-21","445000.00","398.74","1116.00","1116.00","PRESIDENT OF PALM BEACH CONDO","Yes","17"
"RX-10762999","Residential","2660 S Ocean Boulevard 601s","2995000.00","50434423080026010","2021-12-27","2995000.00","1401.49","2137.00","2137.00","BEACH POINT CONDO","Yes","16"
