"Listing Number","Property Type","Short Address","List Price","Parcel ID","Sold Date","Sold Price","Sold Price/SqFt","SqFt - Living","SqFt - Total","Subdivision","Waterfront","Days On Market"
"RX-10644087","Residential","3450 S Ocean Boulevard 709","400000.00","50434435030007090","2020-10-13","360000.00","232.25","1550.00","1610.00","PATRICIAN OF PALM BEACH CONDO","Yes","20"
"RX-10649953","Residential","2660 S Ocean Boulevard 102w","1400000.00","50434423080031020","2020-10-15","1300000.00","673.57","1930.00","2358.00","BEACH POINT CONDO","Yes","31"
"RX-10560218","Residential","2100 S Ocean Boulevard 103s","1679000.00","50434414020021030","2020-10-15","1425000.00","571.37","2494.00","2800.00","TWENTY ONE HUNDRED CONDO","Yes","379"
"RX-10472577","Residential","2660 S Ocean Boulevard 102 S","1050000.00","50434423080021020","2020-10-16","1025000.00","539.47","1900.00","2300.00","BEACH POINT CONDO","Yes","694"
"RX-10650033","Residential","3230 S Ocean Boulevard A102","259900.00","50434426010001020","2020-10-19","250000.00","212.58","1176.00","1176.00","LA RENAISSANCE","Yes","22"
"RX-10597839","Residential","3140 S Ocean Boulevard 505s","1549000.00","50434426050025050","2020-10-19","1549000.00","574.76","2695.00","2695.00","CARLTON PLACE CONDO","Yes","197"
"RX-10504746","Residential","2150 Ibis Isle Road Tower Suite West","1999000.00","50434415240000230","2020-10-19","1759000.00","641.50","2742.00","5721.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","587"
"RX-10503019","Residential","2295 S Ocean Boulevard 911","479000.00","50434414040009110","2020-10-23","450000.00","271.24","1659.00","1559.00","Harbour House","Yes","560"
"RX-10632267","Residential","3440 S Ocean Boulevard 201n","885000.00","50434435180012010","2020-10-23","750000.00","360.92","2078.00","2550.00","HALCYON OF PALM BEACH","Yes","70"
"RX-10647715","Residential","2784 S Ocean Boulevard 402s","1495000.00","50434423050024020","2020-10-26","1285000.00","629.90","2040.00","2806.00","COVE CONDO","Yes","39"
"RX-10560401","Residential","3360 S Ocean Boulevard 1 C I","595500.00","50434435190010013","2020-10-28","550000.00","316.09","1740.00","2100.00","THIRTY-THREE SIXTY CONDO","Yes","359"
"RX-10584743","Residential","3230 S Ocean Boulevard D507","225000.00","50434426010005070","2020-10-29","225000.00","229.59","980.00","980.00","LA RENAISSANCE","Yes","276"
"RX-10654973","Residential","3200 S Ocean Boulevard C501","389900.00","50434426020035010","2020-10-29","370000.00","250.67","1476.00","1947.00","Thirty Two Hundred Condo","Yes","3"
"RX-10570638","Residential","2295 S Ocean Boulevard 220","299000.00","50434414040002200","2020-10-20","290000.00","287.98","1007.00","1038.00","TWENTY TWO NINETY FIVE SOUTH OCEAN BLVD","Yes","309"
"RX-10645996","Residential","3200 S Ocean Boulevard B202","425000.00","50434426020022020","2020-10-29","415000.00","303.80","1366.00","1366.00","THIRTY TWO HUNDRED CONDO","Yes","14"
"RX-10645917","Residential","2195 Ibis Isle Road Road 4","599000.00","50434415220000040","2020-11-04","528023.00","358.46","1473.00","1473.00","Ibis Isle","Yes","33"
"RX-10649457","Residential","2275 S Ocean Boulevard 205 N","1325000.00","50434414010012050","2020-10-27","1235000.00","661.13","1868.00","1868.00","REEF CONDO","Yes","28"
"RX-10653391","Residential","2784 S Ocean Boulevard 105s","600000.00","50434423050021050","2020-11-06","575000.00","335.27","1715.00","1915.00","COVE CONDO","Yes","11"
"RX-10639316","Residential","2773 S Ocean Boulevard 514","488000.00","50434423040005140","2020-11-09","440000.00","316.77","1389.00","1389.00","CARLYLE HOUSE","No","41"
"RX-10630839","Residential","3440 S Ocean Boulevard 504n","1695000.00","50434435180015040","2020-11-12","1550000.00","745.90","2078.00","2550.00","HALCYON OF PALM BEACH","Yes","100"
"RX-10637127","Residential","2150 Ibis Isle Road 2","849000.00","50434415240000020","2020-11-12","820000.00","551.81","1486.00","1486.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","82"
"RX-10653182","Residential","2299 Ibis Isle Road E","7750000.00","50434415010000380","2020-11-16","7008800.00","1380.77","5076.00","6863.00","IBIS ISLE","Yes","24"
"RX-10638686","Residential","3230 S Ocean Boulevard B104","199000.00","50434426010001040","2020-11-16","170000.00","173.46","980.00","980.00","LA RENAISSANCE","Yes","97"
"RX-10602946","Residential","3456 S Ocean Boulevard E 1050","375000.00","50434435050011050","2020-11-16","337500.00","225.00","1500.00","1500.00","CLARIDGES I CONDO","Yes","173"
"RX-10609607","Residential","3460 S Ocean Boulevard 212","349000.00","50434435060002120","2020-11-16","330000.00","233.05","1416.00","1416.00","CLARIDGES II CONDO","Yes","198"
"RX-10638862","Residential","2773 S Ocean Boulevard 101","499000.00","50434423040001010","2020-11-16","495000.00","356.37","1389.00","1444.00","Carlyle House Condo","Yes","72"
"FX-10245775","Residential","3475 S Ocean Boulevard 212","210000.00","50434435020002120","2020-11-17","190000.00","213.24","891.00","","LA BONNE VIE CONDO","Yes","33"
"RX-10647559","Residential","2160 Ibis Isle Road 5","1295000.00","50434415230000050","2020-11-18","1245000.00","480.32","2592.00","2592.00","CHATEAU CHEVERNY IBIS ISLE CONDO","Yes","63"
"RX-10611315","Residential","3030 S Ocean Boulevard 104","198900.00","50434426100001040","2020-11-20","180000.00","179.10","1005.00","946.00","PALMBEACHER APTS INC","Yes","181"
"RX-10591578","Residential","2773 S Ocean Boulevard 106","265000.00","50434423040001060","2020-11-20","207609.00","149.46","1389.00","1389.00","CARLYLE HOUSE CONDO","Yes","282"
"RX-10661634","Residential","2275 S Ocean Boulevard 108a","1099000.00","50434414010031080","2020-11-20","1035000.00","641.26","1614.00","1780.00","The Reef","Yes","41"
"RX-10633392","Residential","3200 S Ocean Boulevard C401","429900.00","50434426020034010","2020-11-30","420000.00","284.55","1476.00","1476.00","THIRTY TWO HUNDRED CONDO","Yes","95"
"RX-10654871","Residential","2660 S Ocean Boulevard 701n","1795000.00","50434423080017010","2020-11-30","1678050.00","785.23","2137.00","2137.00","BEACH POINT CONDO","Yes","35"
"RX-10648439","Residential","3440 S Ocean Boulevard 305n","989000.00","50434435180013050","2020-12-02","950000.00","503.71","1886.00","2400.00","HALCYON OF PALM BEACH","No","61"
"RX-10644006","Residential","3475 S Ocean Boulevard 409","749000.00","50434435020004090","2020-12-02","739000.00","332.88","2220.00","2002.00","LA BONNE VIE CONDO","Yes","50"
"RX-10668093","Residential","3300 S Ocean Boulevard 305n","795000.00","50434426040013050","2020-12-04","595000.00","287.16","2072.00","2072.00","MERIDIAN OF PALM BEACH CONDO","Yes","3"
"RX-10660728","Residential","3250 S Ocean Boulevard 209n","475000.00","50434426030012080","2020-11-25","463000.00","313.26","1478.00","1700.00","DORCHESTER OF PALM BEACH CONDO","Yes","16"
"RX-10670934","Residential","2505 S Ocean Boulevard Ph 14","449000.00","50434423010007140","2020-12-07","427500.00","383.06","1116.00","1332.00","PRESIDENT OF PALM BEACH CONDO","Yes","6"
"RX-10614939","Residential","3450 S Ocean Boulevard 626","199900.00","504344350006260","2020-12-08","208500.00","161.00","1295.00","1350.00","The Patrician of Palm Beach","Yes","196"
"RX-10670034","Residential","2660 S Ocean Boulevard 106s","2199000.00","50434423080021060","2020-12-14","1849655.00","865.53","2137.00","2400.00","BEACH POINT CONDO","Yes","14"
"RX-10628081","Residential","3170 S Ocean Boulevard 403-N","3200000.00","50434426080014030","2020-12-14","2950000.00","984.64","2996.00","3612.00","ENCLAVE OF PALM BEACH","Yes","179"
"RX-10604997","Residential","2275 S Ocean Boulevard 106s","550000.00","50434414010021060","2020-12-15","535000.00","331.47","1614.00","1614.00","REEF CONDO","Yes","271"
"RX-10649547","Residential","3400 S Ocean Boulevard 3a1","599000.00","50434435130010031","2020-12-15","550000.00","314.46","1749.00","2000.00","Atriums of Palm Beach Condo","Yes","57"
"RX-10667401","Residential","2780 S Ocean Boulevard 207","257000.00","50434423120002070","2020-12-14","239500.00","284.78","841.00","841.00","AMBASSADOR II CORP","Yes","10"
"RX-10663959","Residential","3450 S Ocean Boulevard 5240","234900.00","50434435030005240","2020-12-16","228500.00","226.68","1008.00","1008.00","PATRICIAN OF PALM BEACH CONDO","Yes","32"
"RX-10666354","Residential","3170 S Ocean Boulevard S501","925000.00","50434426080025010","2020-12-15","816645.00","347.50","2350.00","2840.00","ENCLAVE OF PALM BEACH CONDO","Yes","18"
"RX-10544753","Residential","2295 S Ocean Boulevard 607","510000.00","50434414040006070","2020-12-18","475000.00","304.68","1559.00","1669.00","HARBOUR HOUSE","Yes","511"
"RX-10622988","Residential","2100 S Ocean Boulevard 105n","1850000.00","50434414020011050","2020-12-15","1495500.00","476.88","3136.00","3280.00","TWENTY ONE HUNDRED CONDO","Yes","179"
"RX-10631950","Residential","2500 S Ocean Boulevard 1 A 5","1799000.00","50434423070010015","2020-12-22","1585000.00","611.96","2590.00","2590.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","182"
"RX-10537588","Residential","2500 S Ocean Ph C 5","2850000.00","50434423070020035","2020-12-31","2400000.00","824.17","2912.00","4512.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","540"
"RX-10581356","Residential","2773 S Ocean Boulevard 110","299000.00","50434423040001100","2020-12-31","250000.00","179.98","1389.00","1500.00","CARLYLE HOUSE","Yes","348"
"RX-10572629","Residential","3120 S Ocean Boulevard 3-302","1195000.00","5043442607003020","2021-01-05","1001058.00","400.90","2497.00","2497.00","THIRTY ONE TWENTY COND DECL FILED 7-28-83 IN","Yes","389"
"RX-10676466","Residential","3250 S Ocean Boulevard 306n","799000.00","50434426030013060","2021-01-08","775000.00","419.37","1848.00","2148.00","DORCHESTER OF PALM BEACH CONDO","Yes","19"
"RX-10566733","Residential","2780 S Ocean Boulevard 208","375000.00","50434423120002080","2021-01-08","370000.00","285.93","1294.00","1394.00","AMBASSADOR II CORP","Yes","392"
"RX-10670302","Residential","2780 S Ocean Boulevard 809","399900.00","50434423120008090","2021-01-11","395000.00","305.25","1294.00","1394.00","AMBASSADOR II CORP","Yes","30"
"RX-10656612","Residential","3475 S Ocean Boulevard 615","365000.00","50434435020006150","2021-01-12","378000.00","270.96","1395.00","1395.00","LA BONNE VIE CONDO","Yes","75"
"RX-10630964","Residential","3440 S Ocean Boulevard 603n","1949000.00","50434435180016030","2021-01-15","1800000.00","844.67","2131.00","2770.00","HALCYON OF PALM BEACH","Yes","190"
"RX-10638329","Residential","3120 S Ocean Boulevard 3-202","949000.00","50434426070032020","2021-01-15","967000.00","387.26","2497.00","2600.00","THIRTY ONE TWENTY CONDO","Yes","150"
"RX-10661878","Residential","3456 S Ocean Boulevard 2060","362500.00","50434435050012060","2021-01-20","362500.00","257.09","1410.00","1410.00","CLARIDGES I CONDO","Yes","1"
"RX-10648407","Residential","2580 S Ocean Boulevard 1a3","1299000.00","50434423090010013","2021-01-19","1100000.00","403.81","2724.00","3701.00","Palm Beach Stratford Condo","Yes","56"
"RX-10677621","Residential","2760 S Ocean Boulevard 213","257000.00","50434423160002130","2021-01-22","253500.00","287.08","883.00","1003.00","REGENCY OF PALM BEACH INC","Yes","26"
"RX-10608399","Residential","3450 S Ocean Boulevard 719","265000.00","50434435030007190","2021-01-25","225000.00","174.01","1293.00","1293.00","PATRICIAN OF PALM BEACH CONDO","Yes","208"
"AX-10931338","Residential","2295 S Ocean Boulevard 702","400000.00","50434414040007020","2021-01-25","350000.00","224.50","1559.00","1559.00","HARBOUR HOUSE","Yes","84"
"RX-10628120","Residential","3100 S Ocean Boulevard 207s","1550000.00","50434426090022070","2021-01-14","1550000.00","592.05","2618.00","2618.00","PALM BEACH HAMPTON CONDO","Yes","184"
"RX-10688146","Residential","2778 S Ocean Boulevard 301s","650000.00","50434423100023010","2021-01-28","630000.00","408.56","1542.00","1542.00","SUTTON PLACE CONDO","Yes","1"
"RX-10679905","Residential","2600 S Ocean Boulevard 101n","1250000.00","50434423060011010","2021-01-29","1200000.00","421.34","2848.00","1976.00","TWENTY SIX HUNDRED COND","Yes","7"
"RX-10584978","Residential","3140 S Ocean Boulevard 107n","675000.00","50434426050011070","2021-01-28","500000.00","197.39","2533.00","3080.00","CARLTON PLACE CONDO","Yes","348"
"RX-10627656","Residential","2770 S Ocean Boulevard 401n","3050000.00","50434423180014010","2021-02-01","2800000.00","640.73","4370.00","5150.00","TWENTY SEVEN SEVENTY SOUTH OCEAN BLVD","Yes","194"
"RX-10674756","Residential","3140 S Ocean Beach 201 N","995000.00","50434426050012010","2021-02-01","925000.00","365.17","2533.00","2533.00","CARLTON PLACE CONDO DECL FILED 1-26-82","Yes","15"
"RX-10636439","Residential","2860 S Ocean Boulevard 205","299000.00","50434423030002050","2021-02-02","279500.00","199.64","1400.00","1400.00","LA PALMA CONDO","Yes","157"
"RX-10631986","Residential","2600 S Ocean Boulevard 503s","649000.00","50434423060025030","2021-02-05","625000.00","418.06","1495.00","1897.00","TWENTY SIX HUNDRED CONDO","Yes","211"
"RX-10648409","Residential","3450 S Ocean Boulevard 718","285000.00","50434435030007180","2021-02-01","260000.00","201.08","1293.00","1293.00","PATRICIAN OF PALM BEACH CONDO","Yes","116"
"RX-10670614","Residential","2784 S Ocean Boulevard 401s","1595000.00","50434423050024010","2021-02-05","1595000.00","770.90","2069.00","3255.00","COVE CONDO","Yes","6"
"RX-10666205","Residential","2100 S Ocean Boulevard 601s","3850000.00","50434414020026010","2021-02-05","3712500.00","1194.88","3107.00","3264.00","TWENTY ONE HUNDRED CONDO","Yes","17"
"RX-10604045","Residential","2600 S Ocean Boulevard 506s","595000.00","50434423060025060","2021-02-10","575000.00","384.61","1495.00","1897.00","TWENTY SIX HUNDRED CONDO","Yes","335"
"RX-10677500","Residential","2784 S Ocean Boulevard 201n","1295000.00","50434423050012010","2021-02-12","1250000.00","670.96","1863.00","2559.00","COVE CONDO","Yes","29"
"RX-10677421","Residential","2500 S Ocean Boulevard 2 C 1","3250000.00","50434423070020031","2021-02-12","2750000.00","1061.77","2590.00","3500.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","42"
"RX-10672998","Residential","2784 S Ocean Boulevard 403e","1325000.00","50434423050034030","2021-02-12","1370000.00","677.88","2021.00","2970.00","COVE CONDO","Yes","40"
"RX-10599448","Residential","2600 S Ocean Boulevard 503n","1125000.00","50434423060015030","2021-02-11","1100000.00","687.50","1600.00","1495.00","TWENTY SIX HUNDRED CONDO","Yes","338"
"RX-10659914","Residential","2560 S Ocean Boulevard 202","364900.00","50434423200002020","2021-02-09","345000.00","278.67","1238.00","1665.00","2560 SOUTH OCEAN BOULEVARD CONDO","Yes","100"
"FX-10268812","Residential","3450 S Ocean Boulevard 227","190000.00","50434435030002270","2021-02-12","172000.00","","","","Patriciam","No","3"
"RX-10674080","Residential","3100 S Ocean Boulevard Ph 605 S","6950000.00","50434426090026050","2021-02-16","6175000.00","1270.57","4860.00","6000.00","PALM BEACH HAMPTONCONDO DECL FILED 4-26-85-IN","Yes","58"
"RX-10664872","Residential","2195 Ibis Isle Road 3","499900.00","50434415220000030","2021-02-16","400000.00","342.46","1168.00","1168.00","VILLA LAC BEAU OF IBIS ISLE CONDO","Yes","98"
"AX-10905452","Residential","3475 S Ocean Boulevard 606","550000.00","50434435020006060","2021-02-18","580000.00","289.71","2002.00","2002.00","La Bonne Vie","Yes","160"
"RX-10663519","Residential","2760 S Ocean Boulevard 413","199000.00","50434423160004130","2021-02-19","195000.00","220.83","883.00","1003.00","REGENCY OF PALM BEACH INC","Yes","81"
"RX-10678516","Residential","2760 S Ocean Boulevard 112","220000.00","50434423160001120","2021-02-19","215000.00","252.94","850.00","950.00","REGENCY OF PALM BEACH INC","Yes","36"
"RX-10665837","Residential","2840 S Ocean Boulevard 2040","230000.00","50434423150002040","2021-02-19","233000.00","246.56","945.00","1010.00","ROYAL SAXON INC","Yes","78"
"RX-10674862","Residential","2150 Ibis Isle Road Tower East","1799000.00","50434415240000220","2021-02-22","1799000.00","668.27","2692.00","5692.00","TOWER VALLANDRY IBIS ISLE CONDO PA","Yes","13"
"FX-10260058","Residential","2100 S Ocean Boulevard 207N","1699000.00","50434414020012070","2021-02-16","1525000.00","639.41","2385.00","","Sloan's Curve 2100","Yes","62"
"RX-10684607","Residential","2840 S Ocean Boulevard 3080","159000.00","50434423150003080","2021-02-22","155000.00","214.08","724.00","784.00","ROYAL SAXON INC","Yes","3"
"RX-10672634","Residential","3300 S Ocean Boulevard 301s","639000.00","50434426040023010","2021-02-23","600000.00","315.45","1902.00","1902.00","MERIDIAN OF PALM BEACH CONDO","Yes","76"
"RX-10679179","Residential","3300 S Ocean Boulevard 306n","429900.00","50434426040013060","2021-02-15","400000.00","278.55","1436.00","1629.00","MERIDIAN OF PALM BEACH CONDO","Yes","11"
"RX-10635418","Residential","2840 S Ocean Boulevard 2260","329000.00","50434423150002260","2021-02-12","300000.00","266.90","1124.00","1189.00","ROYAL SAXON INC","Yes","135"
"RX-10636235","Residential","2500 S Ocean Boulevard 3 B 3","2495000.00","50434423070030023","2021-02-25","2270000.00","876.44","2590.00","2590.00","TWENTY FIVE HUNDRED SOUTH OCEAN BLVD CONDO","Yes","194"
"RX-10629568","Residential","3000 S Ocean Boulevard 402","1999999.00","50434426110144020","2021-02-25","1950000.00","730.88","2668.00","2273.00","BELLARIA CONDO","Yes","223"
"RX-10679312","Residential","2860 S Ocean Boulevard 410","379000.00","50434423030004100","2021-02-26","379000.00","313.22","1210.00","1330.00","LA PALMA CONDO","Yes","28"
